ids,comment_type,comment_text
85,1П1, услуги
0,2Р1, Оплата за товар.
1,2П,/О Передача заем от Жабагина Жомарта Канатовича ИИН 941004300045
2,2П,"/О Перевод собственных средств с карты Kaspi Business №537040JXCHST4899 на текущий счет №KZ07722S000005128785, от 17/11/2021"
3,2П,"/О Перевод собственных средств с карты Kaspi Business №537040JXCHST4899 на текущий счет №KZ07722S000005128785, от 02/12/2021"
4,2П,"/О Поступления на счет 900,700.00"
5,2П,"/О Перевод собственных средств с карты Kaspi Business №537040JXCHST4899 на текущий счет №KZ07722S000005128785, от 02/12/2021"
6,2Р1," Оплата за мясную продукцию, по ЭСФ №339 от 10.12.2021 г, №338 от 10.12.2021 г. за ТОО ""Empire Food"" БИН 070940022947"
7,2Р1, Оплата за товар.
8,2Р1, Оплата за товар.
9,2Р1, Оплата за товар.
10,2Р1," Оплата  за товары,Платежи за товары,за исключением недвижимости и товаров с кодами назначения платежа 711,712 и 713"
11,2Р1, оплата за товары
12,2Р1," Оплата  за товары,Платежи за товары,за исключением недвижимости и товаров с кодами назначения платежа 711,712 и 713"
13,2Р1, Оплата ТМЦ согласно Акта сверки от 31.01.2022 Сумма 110-000-00 тенге в т.ч. НДС (12%) 11 785-71 тг
14,2Р1," Оплата за товары. Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежа 711, 712 и 713"
15,1Н1, ОПВ Возврат ошибочных элементов платежа № 38 от 25.02.2022 референ с CU22022536462622 на сумму 43053. Ошибка на 1 чел. на сумму 6000[ИИН ] не соответствует указанным Ф.И.О..
16,1Н1, СО Возврат ошибочных элементов платежа № 42 от 25.02.2022 референ с CU22022536466072 на сумму 16607. Ошибка на 1 чел. на сумму 2100[ИИН ] не соответствует указанным Ф.И.О..
17,1Н1, ВОСМС Возврат ошибочных элементов платежа № 39 от 25.02.2022 референ с CU22022536463857 на сумму 8611. Ошибка на 1 чел. на сумму 1200[ИИН] не соответствует указанным Ф.И.О..
18,1Н1, ОСМС Возврат ошибочных элементов платежа № 41 от 25.02.2022 референ с CU22022536465060 на сумму 12916. Ошибка на 1 чел. на сумму 1800[ИИН ] не соответствует указанным Ф.И.О.
19,2Р1," Оплата за товары. Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежа 711, 712 и 713"
20,2Р1," Оплата за товары. Платежи за товары за исключением недвижимости и товаров с кодами назначения платежа 711, 712 и 713 "
21,2Р1," Оплата за товары. Платежи за товары за исключением недвижимости и товаров с кодами назначения платежа 711, 712 и 713 "
22,2Р1," Оплата за товары. Платежи за товары за исключением недвижимости и товаров с кодами назначения платежа 711, 712 и 713 "
23,2Р1," Оплата за товары. Платежи за товары, за исключением недвижимости с кодами назначения платежа 711, 712 и 713"
24,2П,"/О Поступления от реализации товаров 4,120,000.00"
25,2Р1," Оплата за товары. Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежа 711, 712, 713."
26,2Р1, Оплата ТМЦ согласно Акта сверки  Сумма 50-000 тенге в т.ч. НДС (12%) 5 357-14 тг
27,2Р1," Оплата за товары. Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежа 711, 712, 713."
28,2Р1, Оплата ТМЦ согласно Акта сверки  Сумма 50-000 тенге в т.ч. НДС (12%) 5 357-14 тг
29,2Р1," Оплата за товары. Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежа 711, 712, 713."
30,2Р1, Оплата ТМЦ согласно Акта сверки  Сумма 85 116 тенге в т.ч. НДС (12%) 9119-57 тг
31,2Р1," Оплата за товары. Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежа 711, 712, 713."
